order_number,product_key,customer_key,order_date,ship_date,due_date,sales,quantity,price
SO57369,270,3287,2013-05-02,2013-05-09,2013-05-14,742,1,742
SO57369,201,3287,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57369,200,3287,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57369,257,3287,2013-05-02,2013-05-09,2013-05-14,54,1,54
SO57370,253,213,2013-05-03,2013-05-10,2013-05-15,50,1,50
SO57371,211,1248,2013-05-03,2013-05-10,2013-05-15,25,1,25
SO57371,210,1248,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57372,215,4830,2013-05-03,2013-05-10,2013-05-15,25,1,25
SO57373,219,4138,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57373,215,4138,2013-05-03,2013-05-10,2013-05-15,25,1,25
SO57373,207,4138,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57374,212,6291,2013-05-03,2013-05-10,2013-05-15,30,1,30
SO57375,218,9234,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57375,212,9234,2013-05-03,2013-05-10,2013-05-15,30,1,30
SO57375,208,9234,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57376,201,9278,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57377,218,11210,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57377,213,11210,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57377,207,11210,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57378,218,11213,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57378,213,11213,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57379,200,9219,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57379,201,9219,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57379,209,9219,2013-05-03,2013-05-10,2013-05-15,55,1,55
SO57379,204,9219,2013-05-03,2013-05-10,2013-05-15,8,1,8
SO57380,210,213,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57381,260,17616,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57382,202,2100,2013-05-03,2013-05-10,2013-05-15,120,1,120
SO57383,219,173,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57383,206,173,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57384,215,18130,2013-05-03,2013-05-10,2013-05-15,25,1,25
SO57385,220,16234,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57385,217,16234,2013-05-03,2013-05-10,2013-05-15,29,1,29
SO57385,249,16234,2013-05-03,2013-05-10,2013-05-15,24,1,24
SO57386,219,13741,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57386,216,13741,2013-05-03,2013-05-10,2013-05-15,33,1,33
SO57386,206,13741,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57386,250,13741,2013-05-03,2013-05-10,2013-05-15,24,1,24
SO57387,219,2942,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57387,216,2942,2013-05-03,2013-05-10,2013-05-15,33,1,33
SO57387,210,2942,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57388,219,13351,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57388,216,13351,2013-05-03,2013-05-10,2013-05-15,33,1,33
SO57388,206,13351,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57389,216,13618,2013-05-03,2013-05-10,2013-05-15,33,1,33
SO57389,210,13618,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57390,212,11097,2013-05-03,2013-05-10,2013-05-15,30,1,30
SO57390,218,11097,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57390,208,11097,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57390,236,11097,2013-05-03,2013-05-10,2013-05-15,64,1,64
SO57391,201,11025,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57391,199,11025,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57391,260,11025,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57392,199,869,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57392,201,869,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57393,183,9359,2013-05-03,2013-05-10,2013-05-15,70,1,70
SO57393,258,9359,2013-05-03,2013-05-10,2013-05-15,54,1,54
SO57394,201,16050,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57395,184,8137,2013-05-03,2013-05-10,2013-05-15,70,1,70
SO57395,187,8137,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57396,201,6419,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57396,206,6419,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57397,218,11360,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57397,210,11360,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57398,201,6016,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57399,218,4014,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57399,205,4014,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57400,218,8929,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57401,218,8072,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57401,205,8072,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57401,207,8072,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57401,259,8072,2013-05-03,2013-05-10,2013-05-15,54,1,54
SO57402,219,12954,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57403,220,16164,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57403,210,16164,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57404,213,793,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57405,218,2232,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57405,213,2232,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57405,207,2232,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57406,218,505,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57406,213,505,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57406,210,505,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57407,205,3077,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57407,252,3077,2013-05-03,2013-05-10,2013-05-15,50,1,50
SO57408,213,2304,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57408,218,2304,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57408,210,2304,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57409,205,6482,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57409,207,6482,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57410,198,2281,2013-05-03,2013-05-10,2013-05-15,2320,1,2320
SO57410,205,2281,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57410,208,2281,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57411,194,1448,2013-05-03,2013-05-10,2013-05-15,2295,1,2295
SO57411,205,1448,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57411,199,1448,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57411,201,1448,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57412,197,2368,2013-05-03,2013-05-10,2013-05-15,2320,1,2320
SO57412,199,2368,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57412,201,2368,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57413,266,3929,2013-05-03,2013-05-10,2013-05-15,742,1,742
SO57413,260,3929,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57414,272,433,2013-05-03,2013-05-10,2013-05-15,1215,1,1215
SO57414,220,433,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57414,217,433,2013-05-03,2013-05-10,2013-05-15,29,1,29
SO57414,207,433,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57415,284,3135,2013-05-03,2013-05-10,2013-05-15,1701,1,1701
SO57415,206,3135,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57415,254,3135,2013-05-03,2013-05-10,2013-05-15,50,1,50
SO57416,292,17309,2013-05-03,2013-05-10,2013-05-15,540,1,540
SO57416,201,17309,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57416,200,17309,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57416,208,17309,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57417,293,11171,2013-05-03,2013-05-10,2013-05-15,540,1,540
SO57417,214,11171,2013-05-03,2013-05-10,2013-05-15,21,1,21
SO57417,210,11171,2013-05-03,2013-05-10,2013-05-15,2,1,2
SO57418,276,1,2013-05-03,2013-05-10,2013-05-15,2384,1,2384
SO57418,217,1,2013-05-03,2013-05-10,2013-05-15,29,1,29
SO57418,220,1,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57418,208,1,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57418,258,1,2013-05-03,2013-05-10,2013-05-15,54,1,54
SO57419,224,4834,2013-05-03,2013-05-10,2013-05-15,540,1,540
SO57420,195,1690,2013-05-03,2013-05-10,2013-05-15,2295,1,2295
SO57420,205,1690,2013-05-03,2013-05-10,2013-05-15,22,1,22
SO57420,199,1690,2013-05-03,2013-05-10,2013-05-15,10,1,10
SO57420,201,1690,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57421,282,14065,2013-05-03,2013-05-10,2013-05-15,2384,1,2384
SO57421,257,14065,2013-05-03,2013-05-10,2013-05-15,54,1,54
SO57421,260,14065,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57422,279,14076,2013-05-03,2013-05-10,2013-05-15,2384,1,2384
SO57422,207,14076,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57422,255,14076,2013-05-03,2013-05-10,2013-05-15,50,1,50
SO57423,294,12067,2013-05-03,2013-05-10,2013-05-15,540,1,540
SO57423,200,12067,2013-05-03,2013-05-10,2013-05-15,9,1,9
SO57423,201,12067,2013-05-03,2013-05-10,2013-05-15,5,1,5
SO57423,236,12067,2013-05-03,2013-05-10,2013-05-15,64,1,64
SO57424,190,9098,2013-05-03,2013-05-10,2013-05-15,1120,1,1120
SO57425,192,9109,2013-05-03,2013-05-10,2013-05-15,1120,1,1120
SO57425,208,9109,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57426,295,11323,2013-05-03,2013-05-10,2013-05-15,540,1,540
SO57426,219,11323,2013-05-03,2013-05-10,2013-05-15,4,1,4
SO57426,214,11323,2013-05-03,2013-05-10,2013-05-15,21,1,21
SO57426,208,11323,2013-05-03,2013-05-10,2013-05-15,35,1,35
SO57427,268,2975,2013-05-03,2013-05-10,2013-05-15,742,1,742
SO57427,258,2975,2013-05-03,2013-05-10,2013-05-15,54,1,54
SO57428,222,3970,2013-05-04,2013-05-11,2013-05-16,540,1,540
SO57429,204,927,2013-05-04,2013-05-11,2013-05-16,8,1,8
SO57430,205,7735,2013-05-04,2013-05-11,2013-05-16,22,1,22
SO57431,213,11002,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57431,218,11002,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57431,206,11002,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57432,201,12644,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57433,220,12306,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57433,210,12306,2013-05-04,2013-05-11,2013-05-16,2,1,2
SO57434,210,1039,2013-05-04,2013-05-11,2013-05-16,2,1,2
SO57435,284,10107,2013-05-04,2013-05-11,2013-05-16,1701,1,1701
SO57435,258,10107,2013-05-04,2013-05-11,2013-05-16,54,1,54
SO57436,215,521,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57437,215,17983,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57437,210,17983,2013-05-04,2013-05-11,2013-05-16,2,1,2
SO57438,219,507,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57438,215,507,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57438,207,507,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57439,215,17633,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57439,252,17633,2013-05-04,2013-05-11,2013-05-16,50,1,50
SO57440,214,15269,2013-05-04,2013-05-11,2013-05-16,21,1,21
SO57440,219,15269,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57440,206,15269,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57441,218,14349,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57441,211,14349,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57441,208,14349,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57442,216,13237,2013-05-04,2013-05-11,2013-05-16,33,1,33
SO57442,219,13237,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57442,207,13237,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57442,254,13237,2013-05-04,2013-05-11,2013-05-16,50,1,50
SO57443,211,14343,2013-05-04,2013-05-11,2013-05-16,25,1,25
SO57444,218,12737,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57444,212,12737,2013-05-04,2013-05-11,2013-05-16,30,1,30
SO57444,204,12737,2013-05-04,2013-05-11,2013-05-16,8,1,8
SO57445,216,8649,2013-05-04,2013-05-11,2013-05-16,33,1,33
SO57445,219,8649,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57446,184,9140,2013-05-04,2013-05-11,2013-05-16,70,1,70
SO57447,201,6699,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57447,209,6699,2013-05-04,2013-05-11,2013-05-16,55,1,55
SO57447,186,6699,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57448,201,5858,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57448,252,5858,2013-05-04,2013-05-11,2013-05-16,50,1,50
SO57449,218,4982,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57449,202,4982,2013-05-04,2013-05-11,2013-05-16,120,1,120
SO57450,218,3759,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57450,206,3759,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57451,218,9104,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57451,206,9104,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57451,235,9104,2013-05-04,2013-05-11,2013-05-16,64,1,64
SO57452,212,9141,2013-05-04,2013-05-11,2013-05-16,30,1,30
SO57453,213,4690,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57454,212,10027,2013-05-04,2013-05-11,2013-05-16,30,1,30
SO57454,186,10027,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57455,219,15850,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57455,206,15850,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57456,219,14593,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57456,206,14593,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57457,219,16965,2013-05-04,2013-05-11,2013-05-16,4,1,4
SO57457,210,16965,2013-05-04,2013-05-11,2013-05-16,2,1,2
SO57458,213,3085,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57459,213,702,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57459,218,702,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57459,206,702,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57460,213,841,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57460,210,841,2013-05-04,2013-05-11,2013-05-16,2,1,2
SO57461,199,1722,2013-05-04,2013-05-11,2013-05-16,10,1,10
SO57461,201,1722,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57462,205,2306,2013-05-04,2013-05-11,2013-05-16,22,1,22
SO57462,254,2306,2013-05-04,2013-05-11,2013-05-16,50,1,50
SO57463,260,1544,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57464,230,8131,2013-05-04,2013-05-11,2013-05-16,565,1,565
SO57464,199,8131,2013-05-04,2013-05-11,2013-05-16,10,1,10
SO57464,201,8131,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57464,207,8131,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57464,254,8131,2013-05-04,2013-05-11,2013-05-16,50,1,50
SO57465,197,728,2013-05-04,2013-05-11,2013-05-16,2320,1,2320
SO57465,209,728,2013-05-04,2013-05-11,2013-05-16,55,1,55
SO57465,260,728,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57466,194,2420,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57467,197,2421,2013-05-04,2013-05-11,2013-05-16,2320,1,2320
SO57467,206,2421,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57468,193,3042,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57468,205,3042,2013-05-04,2013-05-11,2013-05-16,22,1,22
SO57468,206,3042,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57469,198,746,2013-05-04,2013-05-11,2013-05-16,2320,1,2320
SO57469,199,746,2013-05-04,2013-05-11,2013-05-16,10,1,10
SO57469,201,746,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57469,207,746,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57470,194,2316,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57470,199,2316,2013-05-04,2013-05-11,2013-05-16,10,1,10
SO57470,209,2316,2013-05-04,2013-05-11,2013-05-16,55,1,55
SO57471,293,11400,2013-05-04,2013-05-11,2013-05-16,540,1,540
SO57471,237,11400,2013-05-04,2013-05-11,2013-05-16,64,1,64
SO57472,295,16347,2013-05-04,2013-05-11,2013-05-16,540,1,540
SO57472,200,16347,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57472,201,16347,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57472,258,16347,2013-05-04,2013-05-11,2013-05-16,54,1,54
SO57473,194,2013,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57473,218,2013,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57473,213,2013,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57473,203,2013,2013-05-04,2013-05-11,2013-05-16,159,1,159
SO57474,194,898,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57474,206,898,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57475,264,17870,2013-05-04,2013-05-11,2013-05-16,742,1,742
SO57475,207,17870,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57476,282,14106,2013-05-04,2013-05-11,2013-05-16,2384,1,2384
SO57476,201,14106,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57476,200,14106,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57476,206,14106,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57477,192,9030,2013-05-04,2013-05-11,2013-05-16,1120,1,1120
SO57477,200,9030,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57478,190,9094,2013-05-04,2013-05-11,2013-05-16,1120,1,1120
SO57478,206,9094,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57478,249,9094,2013-05-04,2013-05-11,2013-05-16,24,1,24
SO57479,189,12985,2013-05-04,2013-05-11,2013-05-16,1120,1,1120
SO57479,208,12985,2013-05-04,2013-05-11,2013-05-16,35,1,35
SO57480,189,16130,2013-05-04,2013-05-11,2013-05-16,1120,1,1120
SO57480,201,16130,2013-05-04,2013-05-11,2013-05-16,5,1,5
SO57480,200,16130,2013-05-04,2013-05-11,2013-05-16,9,1,9
SO57481,215,4225,2013-05-05,2013-05-12,2013-05-17,25,1,25
SO57481,219,4225,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57481,204,4225,2013-05-05,2013-05-12,2013-05-17,8,1,8
SO57482,213,10964,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57482,218,10964,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57483,214,15145,2013-05-05,2013-05-12,2013-05-17,21,1,21
SO57483,219,15145,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57483,210,15145,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57484,184,11404,2013-05-05,2013-05-12,2013-05-17,70,1,70
SO57485,219,1007,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57485,206,1007,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57485,257,1007,2013-05-05,2013-05-12,2013-05-17,54,1,54
SO57486,219,1345,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57486,204,1345,2013-05-05,2013-05-12,2013-05-17,8,1,8
SO57487,206,2982,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57487,258,2982,2013-05-05,2013-05-12,2013-05-17,54,1,54
SO57488,285,6715,2013-05-05,2013-05-12,2013-05-17,1701,1,1701
SO57488,206,6715,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57489,251,6376,2013-05-05,2013-05-12,2013-05-17,24,1,24
SO57490,284,9887,2013-05-05,2013-05-12,2013-05-17,1701,1,1701
SO57490,252,9887,2013-05-05,2013-05-12,2013-05-17,50,1,50
SO57491,231,2830,2013-05-05,2013-05-12,2013-05-17,769,1,769
SO57491,212,2830,2013-05-05,2013-05-12,2013-05-17,30,1,30
SO57491,210,2830,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57492,202,1120,2013-05-05,2013-05-12,2013-05-17,120,1,120
SO57493,210,16994,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57494,219,92,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57494,210,92,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57495,219,13726,2013-05-05,2013-05-12,2013-05-17,4,1,4
SO57495,216,13726,2013-05-05,2013-05-12,2013-05-17,33,1,33
SO57495,210,13726,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57496,212,12823,2013-05-05,2013-05-12,2013-05-17,30,1,30
SO57496,218,12823,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57496,210,12823,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57497,199,11050,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57497,201,11050,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57498,185,8156,2013-05-05,2013-05-12,2013-05-17,70,1,70
SO57498,260,8156,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57499,201,1197,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57500,184,7677,2013-05-05,2013-05-12,2013-05-17,70,1,70
SO57500,255,7677,2013-05-05,2013-05-12,2013-05-17,50,1,50
SO57501,185,3605,2013-05-05,2013-05-12,2013-05-17,70,1,70
SO57501,187,3605,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57502,205,2927,2013-05-05,2013-05-12,2013-05-17,22,1,22
SO57502,208,2927,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57503,205,4251,2013-05-05,2013-05-12,2013-05-17,22,1,22
SO57503,208,4251,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57504,218,3571,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57504,208,3571,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57505,205,4069,2013-05-05,2013-05-12,2013-05-17,22,1,22
SO57505,199,4069,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57505,201,4069,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57505,260,4069,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57505,206,4069,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57506,213,3984,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57507,183,2675,2013-05-05,2013-05-12,2013-05-17,70,1,70
SO57507,250,2675,2013-05-05,2013-05-12,2013-05-17,24,1,24
SO57507,258,2675,2013-05-05,2013-05-12,2013-05-17,54,1,54
SO57508,199,16888,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57508,250,16888,2013-05-05,2013-05-12,2013-05-17,24,1,24
SO57508,201,16888,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57509,218,7033,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57509,212,7033,2013-05-05,2013-05-12,2013-05-17,30,1,30
SO57509,207,7033,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57509,250,7033,2013-05-05,2013-05-12,2013-05-17,24,1,24
SO57509,253,7033,2013-05-05,2013-05-12,2013-05-17,50,1,50
SO57510,212,9874,2013-05-05,2013-05-12,2013-05-17,30,1,30
SO57510,218,9874,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57510,204,9874,2013-05-05,2013-05-12,2013-05-17,8,1,8
SO57511,201,13219,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57512,217,16314,2013-05-05,2013-05-12,2013-05-17,29,1,29
SO57512,220,16314,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57513,220,17894,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57513,210,17894,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57513,204,17894,2013-05-05,2013-05-12,2013-05-17,8,1,8
SO57514,205,2053,2013-05-05,2013-05-12,2013-05-17,22,1,22
SO57514,187,2053,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57515,261,9413,2013-05-05,2013-05-12,2013-05-17,2443,1,2443
SO57515,206,9413,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57515,253,9413,2013-05-05,2013-05-12,2013-05-17,50,1,50
SO57516,194,2419,2013-05-05,2013-05-12,2013-05-17,2295,1,2295
SO57516,213,2419,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57517,198,2279,2013-05-05,2013-05-12,2013-05-17,2320,1,2320
SO57517,205,2279,2013-05-05,2013-05-12,2013-05-17,22,1,22
SO57517,209,2279,2013-05-05,2013-05-12,2013-05-17,55,1,55
SO57518,194,2910,2013-05-05,2013-05-12,2013-05-17,2295,1,2295
SO57518,199,2910,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57518,201,2910,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57518,208,2910,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57519,287,3134,2013-05-05,2013-05-12,2013-05-17,1701,1,1701
SO57519,201,3134,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57519,200,3134,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57520,293,17308,2013-05-05,2013-05-12,2013-05-17,540,1,540
SO57520,214,17308,2013-05-05,2013-05-12,2013-05-17,21,1,21
SO57521,194,757,2013-05-05,2013-05-12,2013-05-17,2295,1,2295
SO57521,201,757,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57521,199,757,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57522,288,8622,2013-05-05,2013-05-12,2013-05-17,2443,1,2443
SO57523,290,8783,2013-05-05,2013-05-12,2013-05-17,2443,1,2443
SO57523,200,8783,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57523,201,8783,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57523,256,8783,2013-05-05,2013-05-12,2013-05-17,54,1,54
SO57524,195,1688,2013-05-05,2013-05-12,2013-05-17,2295,1,2295
SO57524,209,1688,2013-05-05,2013-05-12,2013-05-17,55,1,55
SO57525,273,14391,2013-05-05,2013-05-12,2013-05-17,1215,1,1215
SO57525,207,14391,2013-05-05,2013-05-12,2013-05-17,35,1,35
SO57525,251,14391,2013-05-05,2013-05-12,2013-05-17,24,1,24
SO57526,277,13360,2013-05-05,2013-05-12,2013-05-17,2384,1,2384
SO57526,217,13360,2013-05-05,2013-05-12,2013-05-17,29,1,29
SO57526,220,13360,2013-05-05,2013-05-12,2013-05-17,5,1,5
SO57526,210,13360,2013-05-05,2013-05-12,2013-05-17,2,1,2
SO57527,277,13354,2013-05-05,2013-05-12,2013-05-17,2384,1,2384
SO57527,200,13354,2013-05-05,2013-05-12,2013-05-17,9,1,9
