product_key,product_id,category_id,product_number,product_name,product_cost,product_line,start_date,category,sub_category,maintenance
238,601,CO_BB,BB-7421,LL Bottom Bracket,24,N/A,2013-07-01,Components,Bottom Brackets,Yes
239,602,CO_BB,BB-8107,ML Bottom Bracket,45,N/A,2013-07-01,Components,Bottom Brackets,Yes
240,603,CO_BB,BB-9108,HL Bottom Bracket,54,N/A,2013-07-01,Components,Bottom Brackets,Yes
241,555,CO_BR,FB-9873,Front Brakes,47,N/A,2013-07-01,Components,Brakes,Yes
242,514,CO_BR,RB-9231,Rear Brakes,47,N/A,2013-07-01,Components,Brakes,Yes
243,559,CO_CH,CH-0234,Chain,9,N/A,2013-07-01,Components,Chains,Yes
244,556,CO_CS,CS-4759,LL Crankset,78,N/A,2013-07-01,Components,Cranksets,Yes
245,557,CO_CS,CS-6583,ML Crankset,114,N/A,2013-07-01,Components,Cranksets,Yes
246,558,CO_CS,CS-9183,HL Crankset,180,N/A,2013-07-01,Components,Cranksets,Yes
247,552,CO_DE,FD-2342,Front Derailleur,41,N/A,2013-07-01,Components,Derailleurs,Yes
248,501,CO_DE,RD-2308,Rear Derailleur,54,N/A,2013-07-01,Components,Derailleurs,Yes
249,467,CL_GL,GL-H102-L,Half-Finger Gloves- L,9,Other Sales,2013-07-01,Clothing,Gloves,No
250,465,CL_GL,GL-H102-M,Half-Finger Gloves- M,9,Other Sales,2013-07-01,Clothing,Gloves,No
251,463,CL_GL,GL-H102-S,Half-Finger Gloves- S,9,Other Sales,2013-07-01,Clothing,Gloves,No
252,234,CL_JE,LJ-0192-L,Long-Sleeve Logo Jersey- L,38,Other Sales,2013-07-01,Clothing,Jerseys,No
253,231,CL_JE,LJ-0192-M,Long-Sleeve Logo Jersey- M,38,Other Sales,2013-07-01,Clothing,Jerseys,No
254,228,CL_JE,LJ-0192-S,Long-Sleeve Logo Jersey- S,38,Other Sales,2013-07-01,Clothing,Jerseys,No
255,237,CL_JE,LJ-0192-X,Long-Sleeve Logo Jersey- XL,38,Other Sales,2013-07-01,Clothing,Jerseys,No
256,490,CL_JE,SJ-0194-L,Short-Sleeve Classic Jersey- L,42,Other Sales,2013-07-01,Clothing,Jerseys,No
257,489,CL_JE,SJ-0194-M,Short-Sleeve Classic Jersey- M,42,Other Sales,2013-07-01,Clothing,Jerseys,No
258,488,CL_JE,SJ-0194-S,Short-Sleeve Classic Jersey- S,42,Other Sales,2013-07-01,Clothing,Jerseys,No
259,491,CL_JE,SJ-0194-X,Short-Sleeve Classic Jersey- XL,42,Other Sales,2013-07-01,Clothing,Jerseys,No
260,225,CL_CA,CA-1098,AWC Logo Cap,7,Other Sales,2013-07-01,Clothing,Caps,No
261,372,BI_RB,BK-R89R-58,Road-250 Red- 58,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
262,585,BI_TB,BK-T18U-44,Touring-3000 Blue- 44,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
263,586,BI_TB,BK-T18U-50,Touring-3000 Blue- 50,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
264,565,BI_TB,BK-T18U-54,Touring-3000 Blue- 54,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
265,566,BI_TB,BK-T18U-58,Touring-3000 Blue- 58,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
266,567,BI_TB,BK-T18U-62,Touring-3000 Blue- 62,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
267,568,BI_TB,BK-T18Y-44,Touring-3000 Yellow- 44,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
268,569,BI_TB,BK-T18Y-50,Touring-3000 Yellow- 50,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
269,570,BI_TB,BK-T18Y-54,Touring-3000 Yellow- 54,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
270,571,BI_TB,BK-T18Y-58,Touring-3000 Yellow- 58,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
271,572,BI_TB,BK-T18Y-62,Touring-3000 Yellow- 62,461,Touring,2013-07-01,Bikes,Touring Bikes,Yes
272,577,BI_TB,BK-T44U-46,Touring-2000 Blue- 46,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
273,578,BI_TB,BK-T44U-50,Touring-2000 Blue- 50,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
274,579,BI_TB,BK-T44U-54,Touring-2000 Blue- 54,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
275,560,BI_TB,BK-T44U-60,Touring-2000 Blue- 60,755,Touring,2013-07-01,Bikes,Touring Bikes,Yes
276,573,BI_TB,BK-T79U-46,Touring-1000 Blue- 46,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
277,574,BI_TB,BK-T79U-50,Touring-1000 Blue- 50,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
278,575,BI_TB,BK-T79U-54,Touring-1000 Blue- 54,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
279,576,BI_TB,BK-T79U-60,Touring-1000 Blue- 60,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
280,561,BI_TB,BK-T79Y-46,Touring-1000 Yellow- 46,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
281,562,BI_TB,BK-T79Y-50,Touring-1000 Yellow- 50,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
282,563,BI_TB,BK-T79Y-54,Touring-1000 Yellow- 54,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
283,564,BI_TB,BK-T79Y-60,Touring-1000 Yellow- 60,1482,Touring,2013-07-01,Bikes,Touring Bikes,Yes
284,580,BI_RB,BK-R79Y-40,Road-350-W Yellow- 40,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
285,581,BI_RB,BK-R79Y-42,Road-350-W Yellow- 42,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
286,582,BI_RB,BK-R79Y-44,Road-350-W Yellow- 44,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
287,583,BI_RB,BK-R79Y-48,Road-350-W Yellow- 48,1083,Road,2013-07-01,Bikes,Road Bikes,Yes
288,374,BI_RB,BK-R89B-44,Road-250 Black- 44,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
289,376,BI_RB,BK-R89B-48,Road-250 Black- 48,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
290,378,BI_RB,BK-R89B-52,Road-250 Black- 52,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
291,380,BI_RB,BK-R89B-58,Road-250 Black- 58,1555,Road,2013-07-01,Bikes,Road Bikes,Yes
292,604,BI_RB,BK-R19B-44,Road-750 Black- 44,344,Road,2013-07-01,Bikes,Road Bikes,Yes
293,605,BI_RB,BK-R19B-48,Road-750 Black- 48,344,Road,2013-07-01,Bikes,Road Bikes,Yes
294,606,BI_RB,BK-R19B-52,Road-750 Black- 52,344,Road,2013-07-01,Bikes,Road Bikes,Yes
295,584,BI_RB,BK-R19B-58,Road-750 Black- 58,344,Road,2013-07-01,Bikes,Road Bikes,Yes
